"Aldur","Svæði","Year.and.month","Value"
"20-24 ára","Norðurland eystra","2003-03",123
"20-24 ára","Norðurland eystra","2003-04",125
"20-24 ára","Norðurland eystra","2003-05",96
"20-24 ára","Norðurland eystra","2003-06",77
"20-24 ára","Norðurland eystra","2003-07",50
"20-24 ára","Norðurland eystra","2003-08",39
"20-24 ára","Norðurland eystra","2003-09",58
"20-24 ára","Norðurland eystra","2003-10",60
"20-24 ára","Norðurland eystra","2003-11",82
"20-24 ára","Norðurland eystra","2003-12",102
"20-24 ára","Norðurland eystra","2004-01",106
"20-24 ára","Norðurland eystra","2004-02",102
"20-24 ára","Norðurland eystra","2004-03",100
"20-24 ára","Norðurland eystra","2004-04",91
"20-24 ára","Norðurland eystra","2004-05",87
"20-24 ára","Norðurland eystra","2004-06",77
"20-24 ára","Norðurland eystra","2004-07",74
"20-24 ára","Norðurland eystra","2004-08",66
"20-24 ára","Norðurland eystra","2004-09",67
"20-24 ára","Norðurland eystra","2004-10",69
"20-24 ára","Norðurland eystra","2004-11",80
"20-24 ára","Norðurland eystra","2004-12",104
"20-24 ára","Norðurland eystra","2005-01",94
"20-24 ára","Norðurland eystra","2005-02",87
"20-24 ára","Norðurland eystra","2005-03",82
"20-24 ára","Norðurland eystra","2005-04",63
"20-24 ára","Norðurland eystra","2005-05",63
"20-24 ára","Norðurland eystra","2005-06",54
"20-24 ára","Norðurland eystra","2005-07",57
"20-24 ára","Norðurland eystra","2005-08",48
"20-24 ára","Norðurland eystra","2005-09",40
"20-24 ára","Norðurland eystra","2005-10",57
"20-24 ára","Norðurland eystra","2005-11",55
"20-24 ára","Norðurland eystra","2005-12",70
"20-24 ára","Norðurland eystra","2006-01",64
"20-24 ára","Norðurland eystra","2006-02",57
"20-24 ára","Norðurland eystra","2006-03",49
"20-24 ára","Norðurland eystra","2006-04",52
"20-24 ára","Norðurland eystra","2006-05",56
"20-24 ára","Norðurland eystra","2006-06",34
"20-24 ára","Norðurland eystra","2006-07",38
"20-24 ára","Norðurland eystra","2006-08",40
"20-24 ára","Norðurland eystra","2006-09",41
"20-24 ára","Norðurland eystra","2006-10",46
"20-24 ára","Norðurland eystra","2006-11",54
"20-24 ára","Norðurland eystra","2006-12",59
"20-24 ára","Norðurland eystra","2007-01",63
"20-24 ára","Norðurland eystra","2007-02",66
"20-24 ára","Norðurland eystra","2007-03",55
"20-24 ára","Norðurland eystra","2007-04",51
"20-24 ára","Norðurland eystra","2007-05",45
"20-24 ára","Norðurland eystra","2007-06",37
"20-24 ára","Norðurland eystra","2007-07",38
"20-24 ára","Norðurland eystra","2007-08",19
"20-24 ára","Norðurland eystra","2007-09",27
"20-24 ára","Norðurland eystra","2007-10",41
"20-24 ára","Norðurland eystra","2007-11",38
"20-24 ára","Norðurland eystra","2007-12",44
"20-24 ára","Norðurland eystra","2008-01",51
"20-24 ára","Norðurland eystra","2008-02",55
"20-24 ára","Norðurland eystra","2008-03",61
"20-24 ára","Norðurland eystra","2008-04",51
"20-24 ára","Norðurland eystra","2008-05",62
"20-24 ára","Norðurland eystra","2008-06",46
"20-24 ára","Norðurland eystra","2008-07",54
"20-24 ára","Norðurland eystra","2008-08",40
"20-24 ára","Norðurland eystra","2008-09",50
"20-24 ára","Norðurland eystra","2008-10",87
"20-24 ára","Norðurland eystra","2008-11",122
"20-24 ára","Norðurland eystra","2008-12",188
"20-24 ára","Norðurland eystra","2009-01",253
"20-24 ára","Norðurland eystra","2009-02",306
"20-24 ára","Norðurland eystra","2009-03",297
"20-24 ára","Norðurland eystra","2009-04",269
"20-24 ára","Norðurland eystra","2009-05",247
"20-24 ára","Norðurland eystra","2009-06",200
"20-24 ára","Norðurland eystra","2009-07",185
"20-24 ára","Norðurland eystra","2009-08",161
"20-24 ára","Norðurland eystra","2009-09",150
"20-24 ára","Norðurland eystra","2009-10",177
"20-24 ára","Norðurland eystra","2009-11",200
"20-24 ára","Norðurland eystra","2009-12",230
"20-24 ára","Norðurland eystra","2010-01",267
"20-24 ára","Norðurland eystra","2010-02",252
"20-24 ára","Norðurland eystra","2010-03",253
"20-24 ára","Norðurland eystra","2010-04",232
"20-24 ára","Norðurland eystra","2010-05",197
"20-24 ára","Norðurland eystra","2010-06",146
"20-24 ára","Norðurland eystra","2010-07",143
"20-24 ára","Norðurland eystra","2010-08",117
"20-24 ára","Norðurland eystra","2010-09",128
"20-24 ára","Norðurland eystra","2010-10",140
"20-24 ára","Norðurland eystra","2010-11",171
"20-24 ára","Norðurland eystra","2010-12",191
"20-24 ára","Norðurland eystra","2011-01",197
"20-24 ára","Norðurland eystra","2011-02",205
"20-24 ára","Norðurland eystra","2011-03",202
"20-24 ára","Norðurland eystra","2011-04",186
"20-24 ára","Norðurland eystra","2011-05",160
"20-24 ára","Norðurland eystra","2011-06",103
"20-24 ára","Norðurland eystra","2011-07",113
"20-24 ára","Norðurland eystra","2011-08",124
"20-24 ára","Norðurland eystra","2011-09",118
"20-24 ára","Norðurland eystra","2011-10",133
"20-24 ára","Norðurland eystra","2011-11",134
"20-24 ára","Norðurland eystra","2011-12",143
"20-24 ára","Norðurland eystra","2012-01",130
"20-24 ára","Norðurland eystra","2012-02",131
"20-24 ára","Norðurland eystra","2012-03",124
"20-24 ára","Norðurland eystra","2012-04",110
"20-24 ára","Norðurland eystra","2012-05",81
"20-24 ára","Norðurland eystra","2012-06",64
"20-24 ára","Norðurland eystra","2012-07",70
"25-29 ára","Norðurland eystra","2000-02",37
"25-29 ára","Norðurland eystra","2000-03",29
"25-29 ára","Norðurland eystra","2000-04",29
"25-29 ára","Norðurland eystra","2000-05",30
"25-29 ára","Norðurland eystra","2000-06",23
"25-29 ára","Norðurland eystra","2000-07",24
"25-29 ára","Norðurland eystra","2000-08",15
"25-29 ára","Norðurland eystra","2000-09",13
"25-29 ára","Norðurland eystra","2000-10",15
"25-29 ára","Norðurland eystra","2000-11",20
"25-29 ára","Norðurland eystra","2000-12",35
"25-29 ára","Norðurland eystra","2001-01",53
"25-29 ára","Norðurland eystra","2001-02",52
"25-29 ára","Norðurland eystra","2001-03",54
"25-29 ára","Norðurland eystra","2001-04",61
"25-29 ára","Norðurland eystra","2001-05",35
"25-29 ára","Norðurland eystra","2001-06",32
"25-29 ára","Norðurland eystra","2001-07",30
"25-29 ára","Norðurland eystra","2001-08",15
"25-29 ára","Norðurland eystra","2001-09",21
"25-29 ára","Norðurland eystra","2001-10",23
"25-29 ára","Norðurland eystra","2001-11",35
"25-29 ára","Norðurland eystra","2001-12",55
"25-29 ára","Norðurland eystra","2002-01",51
"25-29 ára","Norðurland eystra","2002-02",34
"25-29 ára","Norðurland eystra","2002-03",36
"25-29 ára","Norðurland eystra","2002-04",41
"25-29 ára","Norðurland eystra","2002-05",41
"25-29 ára","Norðurland eystra","2002-06",42
"25-29 ára","Norðurland eystra","2002-07",38
"25-29 ára","Norðurland eystra","2002-08",24
"25-29 ára","Norðurland eystra","2002-09",24
"25-29 ára","Norðurland eystra","2002-10",33
"25-29 ára","Norðurland eystra","2002-11",45
"25-29 ára","Norðurland eystra","2002-12",51
"25-29 ára","Norðurland eystra","2003-01",68
"25-29 ára","Norðurland eystra","2003-02",60
"25-29 ára","Norðurland eystra","2003-03",56
"25-29 ára","Norðurland eystra","2003-04",57
"25-29 ára","Norðurland eystra","2003-05",55
"25-29 ára","Norðurland eystra","2003-06",56
"25-29 ára","Norðurland eystra","2003-07",56
"25-29 ára","Norðurland eystra","2003-08",43
"25-29 ára","Norðurland eystra","2003-09",44
"25-29 ára","Norðurland eystra","2003-10",43
"25-29 ára","Norðurland eystra","2003-11",48
"25-29 ára","Norðurland eystra","2003-12",50
"25-29 ára","Norðurland eystra","2004-01",60
"25-29 ára","Norðurland eystra","2004-02",64
"25-29 ára","Norðurland eystra","2004-03",60
"25-29 ára","Norðurland eystra","2004-04",71
"25-29 ára","Norðurland eystra","2004-05",77
"25-29 ára","Norðurland eystra","2004-06",73
"25-29 ára","Norðurland eystra","2004-07",73
"25-29 ára","Norðurland eystra","2004-08",59
"25-29 ára","Norðurland eystra","2004-09",62
"25-29 ára","Norðurland eystra","2004-10",65
"25-29 ára","Norðurland eystra","2004-11",57
"25-29 ára","Norðurland eystra","2004-12",76
"25-29 ára","Norðurland eystra","2005-01",72
"25-29 ára","Norðurland eystra","2005-02",70
"25-29 ára","Norðurland eystra","2005-03",64
"25-29 ára","Norðurland eystra","2005-04",56
"25-29 ára","Norðurland eystra","2005-05",60
"25-29 ára","Norðurland eystra","2005-06",63
"25-29 ára","Norðurland eystra","2005-07",65
"25-29 ára","Norðurland eystra","2005-08",46
"25-29 ára","Norðurland eystra","2005-09",40
"25-29 ára","Norðurland eystra","2005-10",50
"25-29 ára","Norðurland eystra","2005-11",54
"25-29 ára","Norðurland eystra","2005-12",50
"25-29 ára","Norðurland eystra","2006-01",55
"25-29 ára","Norðurland eystra","2006-02",51
"25-29 ára","Norðurland eystra","2006-03",52
"25-29 ára","Norðurland eystra","2006-04",53
"25-29 ára","Norðurland eystra","2006-05",57
"25-29 ára","Norðurland eystra","2006-06",47
"25-29 ára","Norðurland eystra","2006-07",52
"25-29 ára","Norðurland eystra","2006-08",36
"25-29 ára","Norðurland eystra","2006-09",38
"25-29 ára","Norðurland eystra","2006-10",33
"25-29 ára","Norðurland eystra","2006-11",35
"25-29 ára","Norðurland eystra","2006-12",42
"25-29 ára","Norðurland eystra","2007-01",50
"25-29 ára","Norðurland eystra","2007-02",48
"25-29 ára","Norðurland eystra","2007-03",45
"25-29 ára","Norðurland eystra","2007-04",43
"25-29 ára","Norðurland eystra","2007-05",46
"25-29 ára","Norðurland eystra","2007-06",42
"25-29 ára","Norðurland eystra","2007-07",46
"25-29 ára","Norðurland eystra","2007-08",38
"25-29 ára","Norðurland eystra","2007-09",32
"25-29 ára","Norðurland eystra","2007-10",27
"25-29 ára","Norðurland eystra","2007-11",28
"25-29 ára","Norðurland eystra","2007-12",35
"25-29 ára","Norðurland eystra","2008-01",33
"25-29 ára","Norðurland eystra","2008-02",32
"25-29 ára","Norðurland eystra","2008-03",35
"25-29 ára","Norðurland eystra","2008-04",35
"25-29 ára","Norðurland eystra","2008-05",42
"25-29 ára","Norðurland eystra","2008-06",43
"25-29 ára","Norðurland eystra","2008-07",42
"25-29 ára","Norðurland eystra","2008-08",48
"25-29 ára","Norðurland eystra","2008-09",52
"25-29 ára","Norðurland eystra","2008-10",69
"25-29 ára","Norðurland eystra","2008-11",105
"25-29 ára","Norðurland eystra","2008-12",125
"25-29 ára","Norðurland eystra","2009-01",182
"25-29 ára","Norðurland eystra","2009-02",237
"25-29 ára","Norðurland eystra","2009-03",233
"25-29 ára","Norðurland eystra","2009-04",202
"25-29 ára","Norðurland eystra","2009-05",187
"25-29 ára","Norðurland eystra","2009-06",175
"25-29 ára","Norðurland eystra","2009-07",175
"25-29 ára","Norðurland eystra","2009-08",170
"25-29 ára","Norðurland eystra","2009-09",146
"25-29 ára","Norðurland eystra","2009-10",171
"25-29 ára","Norðurland eystra","2009-11",187
"25-29 ára","Norðurland eystra","2009-12",198
"25-29 ára","Norðurland eystra","2010-01",214
"25-29 ára","Norðurland eystra","2010-02",198
"25-29 ára","Norðurland eystra","2010-03",200
"25-29 ára","Norðurland eystra","2010-04",195
"25-29 ára","Norðurland eystra","2010-05",176
"25-29 ára","Norðurland eystra","2010-06",168
"25-29 ára","Norðurland eystra","2010-07",162
"25-29 ára","Norðurland eystra","2010-08",142
"25-29 ára","Norðurland eystra","2010-09",136
"25-29 ára","Norðurland eystra","2010-10",150
"25-29 ára","Norðurland eystra","2010-11",153
"25-29 ára","Norðurland eystra","2010-12",165
"25-29 ára","Norðurland eystra","2011-01",176
"25-29 ára","Norðurland eystra","2011-02",161
"25-29 ára","Norðurland eystra","2011-03",149
"25-29 ára","Norðurland eystra","2011-04",134
"25-29 ára","Norðurland eystra","2011-05",127
"25-29 ára","Norðurland eystra","2011-06",121
"25-29 ára","Norðurland eystra","2011-07",113
"25-29 ára","Norðurland eystra","2011-08",114
"25-29 ára","Norðurland eystra","2011-09",103
"25-29 ára","Norðurland eystra","2011-10",111
"25-29 ára","Norðurland eystra","2011-11",110
"25-29 ára","Norðurland eystra","2011-12",114
"25-29 ára","Norðurland eystra","2012-01",117
"25-29 ára","Norðurland eystra","2012-02",113
"25-29 ára","Norðurland eystra","2012-03",94
"25-29 ára","Norðurland eystra","2012-04",103
"25-29 ára","Norðurland eystra","2012-05",87
"25-29 ára","Norðurland eystra","2012-06",72
"25-29 ára","Norðurland eystra","2012-07",73
"30-34 ára","Norðurland eystra","2000-02",37
"30-34 ára","Norðurland eystra","2000-03",37
"30-34 ára","Norðurland eystra","2000-04",38
"30-34 ára","Norðurland eystra","2000-05",26
"30-34 ára","Norðurland eystra","2000-06",19
"30-34 ára","Norðurland eystra","2000-07",15
"30-34 ára","Norðurland eystra","2000-08",18
"30-34 ára","Norðurland eystra","2000-09",15
"30-34 ára","Norðurland eystra","2000-10",18
"30-34 ára","Norðurland eystra","2000-11",28
"30-34 ára","Norðurland eystra","2000-12",38
"30-34 ára","Norðurland eystra","2001-01",36
"30-34 ára","Norðurland eystra","2001-02",30
"30-34 ára","Norðurland eystra","2001-03",30
"30-34 ára","Norðurland eystra","2001-04",50
"30-34 ára","Norðurland eystra","2001-05",24
"30-34 ára","Norðurland eystra","2001-06",25
"30-34 ára","Norðurland eystra","2001-07",22
"30-34 ára","Norðurland eystra","2001-08",17
"30-34 ára","Norðurland eystra","2001-09",27
"30-34 ára","Norðurland eystra","2001-10",30
"30-34 ára","Norðurland eystra","2001-11",37
"30-34 ára","Norðurland eystra","2001-12",59
"30-34 ára","Norðurland eystra","2002-01",48
"30-34 ára","Norðurland eystra","2002-02",40
"30-34 ára","Norðurland eystra","2002-03",35
"30-34 ára","Norðurland eystra","2002-04",29
"30-34 ára","Norðurland eystra","2002-05",33
"30-34 ára","Norðurland eystra","2002-06",33
"30-34 ára","Norðurland eystra","2002-07",27
"30-34 ára","Norðurland eystra","2002-08",16
"30-34 ára","Norðurland eystra","2002-09",28
"30-34 ára","Norðurland eystra","2002-10",28
"30-34 ára","Norðurland eystra","2002-11",30
"30-34 ára","Norðurland eystra","2002-12",43
"30-34 ára","Norðurland eystra","2003-01",44
"30-34 ára","Norðurland eystra","2003-02",52
"30-34 ára","Norðurland eystra","2003-03",56
"30-34 ára","Norðurland eystra","2003-04",55
"30-34 ára","Norðurland eystra","2003-05",54
"30-34 ára","Norðurland eystra","2003-06",40
"30-34 ára","Norðurland eystra","2003-07",42
"30-34 ára","Norðurland eystra","2003-08",38
"30-34 ára","Norðurland eystra","2003-09",37
"30-34 ára","Norðurland eystra","2003-10",37
"30-34 ára","Norðurland eystra","2003-11",40
"30-34 ára","Norðurland eystra","2003-12",44
"30-34 ára","Norðurland eystra","2004-01",47
"30-34 ára","Norðurland eystra","2004-02",50
"30-34 ára","Norðurland eystra","2004-03",51
"30-34 ára","Norðurland eystra","2004-04",53
"30-34 ára","Norðurland eystra","2004-05",62
"30-34 ára","Norðurland eystra","2004-06",60
"30-34 ára","Norðurland eystra","2004-07",62
"30-34 ára","Norðurland eystra","2004-08",43
"30-34 ára","Norðurland eystra","2004-09",40
"30-34 ára","Norðurland eystra","2004-10",47
"30-34 ára","Norðurland eystra","2004-11",41
"30-34 ára","Norðurland eystra","2004-12",42
"30-34 ára","Norðurland eystra","2005-01",37
"30-34 ára","Norðurland eystra","2005-02",36
"30-34 ára","Norðurland eystra","2005-03",34
"30-34 ára","Norðurland eystra","2005-04",39
"30-34 ára","Norðurland eystra","2005-05",46
"30-34 ára","Norðurland eystra","2005-06",45
"30-34 ára","Norðurland eystra","2005-07",48
"30-34 ára","Norðurland eystra","2005-08",32
"30-34 ára","Norðurland eystra","2005-09",27
"30-34 ára","Norðurland eystra","2005-10",27
"30-34 ára","Norðurland eystra","2005-11",33
"30-34 ára","Norðurland eystra","2005-12",37
"30-34 ára","Norðurland eystra","2006-01",38
"30-34 ára","Norðurland eystra","2006-02",32
"30-34 ára","Norðurland eystra","2006-03",36
"30-34 ára","Norðurland eystra","2006-04",32
"30-34 ára","Norðurland eystra","2006-05",36
"30-34 ára","Norðurland eystra","2006-06",39
"30-34 ára","Norðurland eystra","2006-07",44
"30-34 ára","Norðurland eystra","2006-08",28
"30-34 ára","Norðurland eystra","2006-09",27
"30-34 ára","Norðurland eystra","2006-10",31
"30-34 ára","Norðurland eystra","2006-11",38
"30-34 ára","Norðurland eystra","2006-12",32
"30-34 ára","Norðurland eystra","2007-01",24
"30-34 ára","Norðurland eystra","2007-02",30
"30-34 ára","Norðurland eystra","2007-03",30
"30-34 ára","Norðurland eystra","2007-04",23
"30-34 ára","Norðurland eystra","2007-05",32
"30-34 ára","Norðurland eystra","2007-06",24
"30-34 ára","Norðurland eystra","2007-07",24
"30-34 ára","Norðurland eystra","2007-08",26
"30-34 ára","Norðurland eystra","2007-09",21
"30-34 ára","Norðurland eystra","2007-10",30
"30-34 ára","Norðurland eystra","2007-11",32
"30-34 ára","Norðurland eystra","2007-12",33
"30-34 ára","Norðurland eystra","2008-01",38
"30-34 ára","Norðurland eystra","2008-02",36
"30-34 ára","Norðurland eystra","2008-03",31
"30-34 ára","Norðurland eystra","2008-04",27
"30-34 ára","Norðurland eystra","2008-05",36
"30-34 ára","Norðurland eystra","2008-06",29
"30-34 ára","Norðurland eystra","2008-07",33
"30-34 ára","Norðurland eystra","2008-08",27
"30-34 ára","Norðurland eystra","2008-09",32
"30-34 ára","Norðurland eystra","2008-10",50
"30-34 ára","Norðurland eystra","2008-11",55
"30-34 ára","Norðurland eystra","2008-12",97
"30-34 ára","Norðurland eystra","2009-01",133
"30-34 ára","Norðurland eystra","2009-02",167
"30-34 ára","Norðurland eystra","2009-03",167
"30-34 ára","Norðurland eystra","2009-04",161
"30-34 ára","Norðurland eystra","2009-05",143
"30-34 ára","Norðurland eystra","2009-06",136
