"Aldur","Svæði","Year.and.month","Value"
"60-64 ára","Norðurland vestra","2002-11",9
"60-64 ára","Norðurland vestra","2002-12",8
"60-64 ára","Norðurland vestra","2003-01",11
"60-64 ára","Norðurland vestra","2003-02",10
"60-64 ára","Norðurland vestra","2003-03",6
"60-64 ára","Norðurland vestra","2003-04",8
"60-64 ára","Norðurland vestra","2003-05",7
"60-64 ára","Norðurland vestra","2003-06",5
"60-64 ára","Norðurland vestra","2003-07",2
"60-64 ára","Norðurland vestra","2003-08",7
"60-64 ára","Norðurland vestra","2003-09",6
"60-64 ára","Norðurland vestra","2003-10",7
"60-64 ára","Norðurland vestra","2003-11",8
"60-64 ára","Norðurland vestra","2003-12",6
"60-64 ára","Norðurland vestra","2004-01",4
"60-64 ára","Norðurland vestra","2004-02",3
"60-64 ára","Norðurland vestra","2004-03",5
"60-64 ára","Norðurland vestra","2004-04",5
"60-64 ára","Norðurland vestra","2004-05",5
"60-64 ára","Norðurland vestra","2004-06",5
"60-64 ára","Norðurland vestra","2004-07",3
"60-64 ára","Norðurland vestra","2004-08",3
"60-64 ára","Norðurland vestra","2004-09",4
"60-64 ára","Norðurland vestra","2004-10",4
"60-64 ára","Norðurland vestra","2004-11",4
"60-64 ára","Norðurland vestra","2004-12",4
"60-64 ára","Norðurland vestra","2005-01",4
"60-64 ára","Norðurland vestra","2005-02",5
"60-64 ára","Norðurland vestra","2005-03",7
"60-64 ára","Norðurland vestra","2005-04",7
"60-64 ára","Norðurland vestra","2005-05",7
"60-64 ára","Norðurland vestra","2005-06",10
"60-64 ára","Norðurland vestra","2005-07",5
"60-64 ára","Norðurland vestra","2005-08",6
"60-64 ára","Norðurland vestra","2005-09",5
"60-64 ára","Norðurland vestra","2005-10",8
"60-64 ára","Norðurland vestra","2005-11",7
"60-64 ára","Norðurland vestra","2005-12",7
"60-64 ára","Norðurland vestra","2006-01",7
"60-64 ára","Norðurland vestra","2006-02",7
"60-64 ára","Norðurland vestra","2006-03",8
"60-64 ára","Norðurland vestra","2006-04",9
"60-64 ára","Norðurland vestra","2006-05",4
"60-64 ára","Norðurland vestra","2006-06",3
"60-64 ára","Norðurland vestra","2006-07",4
"60-64 ára","Norðurland vestra","2006-08",4
"60-64 ára","Norðurland vestra","2006-09",2
"60-64 ára","Norðurland vestra","2006-10",1
"60-64 ára","Norðurland vestra","2006-11",2
"60-64 ára","Norðurland vestra","2006-12",2
"60-64 ára","Norðurland vestra","2007-01",4
"60-64 ára","Norðurland vestra","2007-02",2
"60-64 ára","Norðurland vestra","2007-03",2
"60-64 ára","Norðurland vestra","2007-04",1
"60-64 ára","Norðurland vestra","2007-05",1
"60-64 ára","Norðurland vestra","2007-06",2
"60-64 ára","Norðurland vestra","2007-07",2
"60-64 ára","Norðurland vestra","2007-08",1
"60-64 ára","Norðurland vestra","2007-09",2
"60-64 ára","Norðurland vestra","2007-10",1
"60-64 ára","Norðurland vestra","2007-11",3
"60-64 ára","Norðurland vestra","2007-12",2
"60-64 ára","Norðurland vestra","2008-01",2
"60-64 ára","Norðurland vestra","2008-02",1
"60-64 ára","Norðurland vestra","2008-03",2
"60-64 ára","Norðurland vestra","2008-04",2
"60-64 ára","Norðurland vestra","2008-05",1
"60-64 ára","Norðurland vestra","2008-06",1
"60-64 ára","Norðurland vestra","2008-07",2
"60-64 ára","Norðurland vestra","2008-08",2
"60-64 ára","Norðurland vestra","2008-11",3
"60-64 ára","Norðurland vestra","2008-12",5
"60-64 ára","Norðurland vestra","2009-01",8
"60-64 ára","Norðurland vestra","2009-02",10
"60-64 ára","Norðurland vestra","2009-03",10
"60-64 ára","Norðurland vestra","2009-04",11
"60-64 ára","Norðurland vestra","2009-05",4
"60-64 ára","Norðurland vestra","2009-06",4
"60-64 ára","Norðurland vestra","2009-07",2
"60-64 ára","Norðurland vestra","2009-08",4
"60-64 ára","Norðurland vestra","2009-09",4
"60-64 ára","Norðurland vestra","2009-10",8
"60-64 ára","Norðurland vestra","2009-11",11
"60-64 ára","Norðurland vestra","2009-12",12
"60-64 ára","Norðurland vestra","2010-01",12
"60-64 ára","Norðurland vestra","2010-02",13
"60-64 ára","Norðurland vestra","2010-03",11
"60-64 ára","Norðurland vestra","2010-04",9
"60-64 ára","Norðurland vestra","2010-05",8
"60-64 ára","Norðurland vestra","2010-06",7
"60-64 ára","Norðurland vestra","2010-07",7
"60-64 ára","Norðurland vestra","2010-08",6
"60-64 ára","Norðurland vestra","2010-09",6
"60-64 ára","Norðurland vestra","2010-10",8
"60-64 ára","Norðurland vestra","2010-11",10
"60-64 ára","Norðurland vestra","2010-12",9
"60-64 ára","Norðurland vestra","2011-01",11
"60-64 ára","Norðurland vestra","2011-02",12
"60-64 ára","Norðurland vestra","2011-03",14
"60-64 ára","Norðurland vestra","2011-04",11
"60-64 ára","Norðurland vestra","2011-05",13
"60-64 ára","Norðurland vestra","2011-06",9
"60-64 ára","Norðurland vestra","2011-07",10
"60-64 ára","Norðurland vestra","2011-08",9
"60-64 ára","Norðurland vestra","2011-09",6
"60-64 ára","Norðurland vestra","2011-10",9
"60-64 ára","Norðurland vestra","2011-11",9
"60-64 ára","Norðurland vestra","2011-12",8
"60-64 ára","Norðurland vestra","2012-01",6
"60-64 ára","Norðurland vestra","2012-02",7
"60-64 ára","Norðurland vestra","2012-03",4
"60-64 ára","Norðurland vestra","2012-04",8
"60-64 ára","Norðurland vestra","2012-05",4
"60-64 ára","Norðurland vestra","2012-06",4
"60-64 ára","Norðurland vestra","2012-07",5
"65-69 ára","Norðurland vestra","2000-02",13
"65-69 ára","Norðurland vestra","2000-03",12
"65-69 ára","Norðurland vestra","2000-04",11
"65-69 ára","Norðurland vestra","2000-05",9
"65-69 ára","Norðurland vestra","2000-06",7
"65-69 ára","Norðurland vestra","2000-07",8
"65-69 ára","Norðurland vestra","2000-08",6
"65-69 ára","Norðurland vestra","2000-09",4
"65-69 ára","Norðurland vestra","2000-10",2
"65-69 ára","Norðurland vestra","2000-11",8
"65-69 ára","Norðurland vestra","2000-12",7
"65-69 ára","Norðurland vestra","2001-01",6
"65-69 ára","Norðurland vestra","2001-02",7
"65-69 ára","Norðurland vestra","2001-03",6
"65-69 ára","Norðurland vestra","2001-04",7
"65-69 ára","Norðurland vestra","2001-05",6
"65-69 ára","Norðurland vestra","2001-06",3
"65-69 ára","Norðurland vestra","2001-07",4
"65-69 ára","Norðurland vestra","2001-08",5
"65-69 ára","Norðurland vestra","2001-09",5
"65-69 ára","Norðurland vestra","2001-10",7
"65-69 ára","Norðurland vestra","2001-11",7
"65-69 ára","Norðurland vestra","2001-12",8
"65-69 ára","Norðurland vestra","2002-01",8
"65-69 ára","Norðurland vestra","2002-02",9
"65-69 ára","Norðurland vestra","2002-03",9
"65-69 ára","Norðurland vestra","2002-04",8
"65-69 ára","Norðurland vestra","2002-05",8
"65-69 ára","Norðurland vestra","2002-06",8
"65-69 ára","Norðurland vestra","2002-07",4
"65-69 ára","Norðurland vestra","2002-08",5
"65-69 ára","Norðurland vestra","2002-09",6
"65-69 ára","Norðurland vestra","2002-10",5
"65-69 ára","Norðurland vestra","2002-11",6
"65-69 ára","Norðurland vestra","2002-12",6
"65-69 ára","Norðurland vestra","2003-01",6
"65-69 ára","Norðurland vestra","2003-02",7
"65-69 ára","Norðurland vestra","2003-03",7
"65-69 ára","Norðurland vestra","2003-04",7
"65-69 ára","Norðurland vestra","2003-05",6
"65-69 ára","Norðurland vestra","2003-06",7
"65-69 ára","Norðurland vestra","2003-07",7
"65-69 ára","Norðurland vestra","2003-08",10
"65-69 ára","Norðurland vestra","2003-09",9
"65-69 ára","Norðurland vestra","2003-10",6
"65-69 ára","Norðurland vestra","2003-11",5
"65-69 ára","Norðurland vestra","2003-12",8
"65-69 ára","Norðurland vestra","2004-01",5
"65-69 ára","Norðurland vestra","2004-02",5
"65-69 ára","Norðurland vestra","2004-03",5
"65-69 ára","Norðurland vestra","2004-04",5
"65-69 ára","Norðurland vestra","2004-05",5
"65-69 ára","Norðurland vestra","2004-06",5
"65-69 ára","Norðurland vestra","2004-07",4
"65-69 ára","Norðurland vestra","2004-08",6
"65-69 ára","Norðurland vestra","2004-09",6
"65-69 ára","Norðurland vestra","2004-10",5
"65-69 ára","Norðurland vestra","2004-11",4
"65-69 ára","Norðurland vestra","2004-12",5
"65-69 ára","Norðurland vestra","2005-01",6
"65-69 ára","Norðurland vestra","2005-02",5
"65-69 ára","Norðurland vestra","2005-03",6
"65-69 ára","Norðurland vestra","2005-04",8
"65-69 ára","Norðurland vestra","2005-05",7
"65-69 ára","Norðurland vestra","2005-06",5
"65-69 ára","Norðurland vestra","2005-07",5
"65-69 ára","Norðurland vestra","2005-08",5
"65-69 ára","Norðurland vestra","2005-09",3
"65-69 ára","Norðurland vestra","2005-10",2
"65-69 ára","Norðurland vestra","2005-11",2
"65-69 ára","Norðurland vestra","2005-12",2
"65-69 ára","Norðurland vestra","2006-01",2
"65-69 ára","Norðurland vestra","2006-02",3
"65-69 ára","Norðurland vestra","2006-03",4
"65-69 ára","Norðurland vestra","2006-04",4
"65-69 ára","Norðurland vestra","2006-05",2
"65-69 ára","Norðurland vestra","2006-10",2
"65-69 ára","Norðurland vestra","2006-11",2
"65-69 ára","Norðurland vestra","2006-12",2
"65-69 ára","Norðurland vestra","2007-01",4
"65-69 ára","Norðurland vestra","2007-02",3
"65-69 ára","Norðurland vestra","2007-03",4
"65-69 ára","Norðurland vestra","2007-04",1
"65-69 ára","Norðurland vestra","2007-05",2
"65-69 ára","Norðurland vestra","2007-08",1
"65-69 ára","Norðurland vestra","2007-09",1
"65-69 ára","Norðurland vestra","2007-12",1
"65-69 ára","Norðurland vestra","2008-01",1
"65-69 ára","Norðurland vestra","2008-02",2
"65-69 ára","Norðurland vestra","2008-03",2
"65-69 ára","Norðurland vestra","2008-04",1
"65-69 ára","Norðurland vestra","2008-05",1
"65-69 ára","Norðurland vestra","2008-06",2
"65-69 ára","Norðurland vestra","2008-07",3
"65-69 ára","Norðurland vestra","2008-08",4
"65-69 ára","Norðurland vestra","2008-09",4
"65-69 ára","Norðurland vestra","2008-10",4
"65-69 ára","Norðurland vestra","2008-11",4
"65-69 ára","Norðurland vestra","2008-12",4
"65-69 ára","Norðurland vestra","2009-01",6
"65-69 ára","Norðurland vestra","2009-02",7
"65-69 ára","Norðurland vestra","2009-03",5
"65-69 ára","Norðurland vestra","2009-04",4
"65-69 ára","Norðurland vestra","2009-05",4
"65-69 ára","Norðurland vestra","2009-06",4
"65-69 ára","Norðurland vestra","2009-07",5
"65-69 ára","Norðurland vestra","2009-08",5
"65-69 ára","Norðurland vestra","2009-09",5
"65-69 ára","Norðurland vestra","2009-10",6
"65-69 ára","Norðurland vestra","2009-11",9
"65-69 ára","Norðurland vestra","2009-12",8
"65-69 ára","Norðurland vestra","2010-01",9
"65-69 ára","Norðurland vestra","2010-02",9
"65-69 ára","Norðurland vestra","2010-03",7
"65-69 ára","Norðurland vestra","2010-04",7
"65-69 ára","Norðurland vestra","2010-05",6
"65-69 ára","Norðurland vestra","2010-06",5
"65-69 ára","Norðurland vestra","2010-07",6
"65-69 ára","Norðurland vestra","2010-08",3
"65-69 ára","Norðurland vestra","2010-09",2
"65-69 ára","Norðurland vestra","2010-10",2
"65-69 ára","Norðurland vestra","2010-11",5
"65-69 ára","Norðurland vestra","2010-12",4
"65-69 ára","Norðurland vestra","2011-01",5
"65-69 ára","Norðurland vestra","2011-02",4
"65-69 ára","Norðurland vestra","2011-03",7
"65-69 ára","Norðurland vestra","2011-04",7
"65-69 ára","Norðurland vestra","2011-05",6
"65-69 ára","Norðurland vestra","2011-06",3
"65-69 ára","Norðurland vestra","2011-07",5
"65-69 ára","Norðurland vestra","2011-08",4
"65-69 ára","Norðurland vestra","2011-09",5
"65-69 ára","Norðurland vestra","2011-10",6
"65-69 ára","Norðurland vestra","2011-11",8
"65-69 ára","Norðurland vestra","2011-12",8
"65-69 ára","Norðurland vestra","2012-01",8
"65-69 ára","Norðurland vestra","2012-02",8
"65-69 ára","Norðurland vestra","2012-03",8
"65-69 ára","Norðurland vestra","2012-04",8
"65-69 ára","Norðurland vestra","2012-05",6
"65-69 ára","Norðurland vestra","2012-06",4
"65-69 ára","Norðurland vestra","2012-07",2
"Samtals","Norðurland vestra","2000-02",118
"Samtals","Norðurland vestra","2000-03",121
"Samtals","Norðurland vestra","2000-04",114
"Samtals","Norðurland vestra","2000-05",74
"Samtals","Norðurland vestra","2000-06",52
"Samtals","Norðurland vestra","2000-07",48
"Samtals","Norðurland vestra","2000-08",44
"Samtals","Norðurland vestra","2000-09",34
"Samtals","Norðurland vestra","2000-10",36
"Samtals","Norðurland vestra","2000-11",85
"Samtals","Norðurland vestra","2000-12",108
"Samtals","Norðurland vestra","2001-01",118
"Samtals","Norðurland vestra","2001-02",116
"Samtals","Norðurland vestra","2001-03",105
"Samtals","Norðurland vestra","2001-04",93
"Samtals","Norðurland vestra","2001-05",61
"Samtals","Norðurland vestra","2001-06",39
"Samtals","Norðurland vestra","2001-07",38
"Samtals","Norðurland vestra","2001-08",30
"Samtals","Norðurland vestra","2001-09",29
"Samtals","Norðurland vestra","2001-10",44
"Samtals","Norðurland vestra","2001-11",63
"Samtals","Norðurland vestra","2001-12",82
"Samtals","Norðurland vestra","2002-01",81
"Samtals","Norðurland vestra","2002-02",85
"Samtals","Norðurland vestra","2002-03",85
"Samtals","Norðurland vestra","2002-04",72
"Samtals","Norðurland vestra","2002-05",61
"Samtals","Norðurland vestra","2002-06",39
"Samtals","Norðurland vestra","2002-07",24
"Samtals","Norðurland vestra","2002-08",27
"Samtals","Norðurland vestra","2002-09",34
"Samtals","Norðurland vestra","2002-10",45
"Samtals","Norðurland vestra","2002-11",67
"Samtals","Norðurland vestra","2002-12",85
"Samtals","Norðurland vestra","2003-01",89
"Samtals","Norðurland vestra","2003-02",100
"Samtals","Norðurland vestra","2003-03",95
"Samtals","Norðurland vestra","2003-04",111
"Samtals","Norðurland vestra","2003-05",80
"Samtals","Norðurland vestra","2003-06",44
"Samtals","Norðurland vestra","2003-07",39
"Samtals","Norðurland vestra","2003-08",55
"Samtals","Norðurland vestra","2003-09",74
"Samtals","Norðurland vestra","2003-10",50
"Samtals","Norðurland vestra","2003-11",68
"Samtals","Norðurland vestra","2003-12",74
"Samtals","Norðurland vestra","2004-01",93
"Samtals","Norðurland vestra","2004-02",85
"Samtals","Norðurland vestra","2004-03",84
"Samtals","Norðurland vestra","2004-04",79
"Samtals","Norðurland vestra","2004-05",70
"Samtals","Norðurland vestra","2004-06",50
"Samtals","Norðurland vestra","2004-07",43
"Samtals","Norðurland vestra","2004-08",37
"Samtals","Norðurland vestra","2004-09",44
"Samtals","Norðurland vestra","2004-10",45
"Samtals","Norðurland vestra","2004-11",63
"Samtals","Norðurland vestra","2004-12",82
"Samtals","Norðurland vestra","2005-01",93
"Samtals","Norðurland vestra","2005-02",88
"Samtals","Norðurland vestra","2005-03",70
"Samtals","Norðurland vestra","2005-04",69
"Samtals","Norðurland vestra","2005-05",54
"Samtals","Norðurland vestra","2005-06",35
"Samtals","Norðurland vestra","2005-07",31
"Samtals","Norðurland vestra","2005-08",30
"Samtals","Norðurland vestra","2005-09",25
"Samtals","Norðurland vestra","2005-10",43
"Samtals","Norðurland vestra","2005-11",56
"Samtals","Norðurland vestra","2005-12",56
"Samtals","Norðurland vestra","2006-01",56
"Samtals","Norðurland vestra","2006-02",62
"Samtals","Norðurland vestra","2006-03",60
"Samtals","Norðurland vestra","2006-04",61
"Samtals","Norðurland vestra","2006-05",36
"Samtals","Norðurland vestra","2006-06",21
"Samtals","Norðurland vestra","2006-07",25
"Samtals","Norðurland vestra","2006-08",17
"Samtals","Norðurland vestra","2006-09",15
"Samtals","Norðurland vestra","2006-10",20
"Samtals","Norðurland vestra","2006-11",22
"Samtals","Norðurland vestra","2006-12",30
"Samtals","Norðurland vestra","2007-01",40
"Samtals","Norðurland vestra","2007-02",36
"Samtals","Norðurland vestra","2007-03",28
"Samtals","Norðurland vestra","2007-04",17
"Samtals","Norðurland vestra","2007-05",29
"Samtals","Norðurland vestra","2007-06",11
"Samtals","Norðurland vestra","2007-07",13
"Samtals","Norðurland vestra","2007-08",14
"Samtals","Norðurland vestra","2007-09",20
"Samtals","Norðurland vestra","2007-10",19
"Samtals","Norðurland vestra","2007-11",28
"Samtals","Norðurland vestra","2007-12",23
"Samtals","Norðurland vestra","2008-01",32
"Samtals","Norðurland vestra","2008-02",35
"Samtals","Norðurland vestra","2008-03",36
"Samtals","Norðurland vestra","2008-04",32
"Samtals","Norðurland vestra","2008-05",39
"Samtals","Norðurland vestra","2008-06",23
"Samtals","Norðurland vestra","2008-07",19
"Samtals","Norðurland vestra","2008-08",21
"Samtals","Norðurland vestra","2008-09",22
"Samtals","Norðurland vestra","2008-10",30
"Samtals","Norðurland vestra","2008-11",48
"Samtals","Norðurland vestra","2008-12",69
"Samtals","Norðurland vestra","2009-01",111
"Samtals","Norðurland vestra","2009-02",137
"Samtals","Norðurland vestra","2009-03",151
"Samtals","Norðurland vestra","2009-04",151
"Samtals","Norðurland vestra","2009-05",119
"Samtals","Norðurland vestra","2009-06",85
"Samtals","Norðurland vestra","2009-07",91
"Samtals","Norðurland vestra","2009-08",81
"Samtals","Norðurland vestra","2009-09",78
"Samtals","Norðurland vestra","2009-10",105
"Samtals","Norðurland vestra","2009-11",153
"Samtals","Norðurland vestra","2009-12",160
"Samtals","Norðurland vestra","2010-01",182
"Samtals","Norðurland vestra","2010-02",210
"Samtals","Norðurland vestra","2010-03",193
"Samtals","Norðurland vestra","2010-04",178
"Samtals","Norðurland vestra","2010-05",152
"Samtals","Norðurland vestra","2010-06",104
"Samtals","Norðurland vestra","2010-07",109
"Samtals","Norðurland vestra","2010-08",103
"Samtals","Norðurland vestra","2010-09",99
"Samtals","Norðurland vestra","2010-10",111
"Samtals","Norðurland vestra","2010-11",137
"Samtals","Norðurland vestra","2010-12",139
"Samtals","Norðurland vestra","2011-01",161
"Samtals","Norðurland vestra","2011-02",167
"Samtals","Norðurland vestra","2011-03",190
"Samtals","Norðurland vestra","2011-04",180
"Samtals","Norðurland vestra","2011-05",135
"Samtals","Norðurland vestra","2011-06",100
"Samtals","Norðurland vestra","2011-07",92
"Samtals","Norðurland vestra","2011-08",96
"Samtals","Norðurland vestra","2011-09",85
"Samtals","Norðurland vestra","2011-10",90
"Samtals","Norðurland vestra","2011-11",109
"Samtals","Norðurland vestra","2011-12",117
"Samtals","Norðurland vestra","2012-01",108
"Samtals","Norðurland vestra","2012-02",113
"Samtals","Norðurland vestra","2012-03",112
"Samtals","Norðurland vestra","2012-04",107
"Samtals","Norðurland vestra","2012-05",79
"Samtals","Norðurland vestra","2012-06",52
"Samtals","Norðurland vestra","2012-07",54
"16-19 ára","Norðurland eystra","2000-02",36
"16-19 ára","Norðurland eystra","2000-03",26
"16-19 ára","Norðurland eystra","2000-04",18
"16-19 ára","Norðurland eystra","2000-05",19
"16-19 ára","Norðurland eystra","2000-06",4
"16-19 ára","Norðurland eystra","2000-07",5
"16-19 ára","Norðurland eystra","2000-08",5
"16-19 ára","Norðurland eystra","2000-09",4
"16-19 ára","Norðurland eystra","2000-10",11
"16-19 ára","Norðurland eystra","2000-11",29
"16-19 ára","Norðurland eystra","2000-12",40
"16-19 ára","Norðurland eystra","2001-01",51
"16-19 ára","Norðurland eystra","2001-02",46
"16-19 ára","Norðurland eystra","2001-03",49
"16-19 ára","Norðurland eystra","2001-04",53
"16-19 ára","Norðurland eystra","2001-05",26
"16-19 ára","Norðurland eystra","2001-06",23
"16-19 ára","Norðurland eystra","2001-07",25
"16-19 ára","Norðurland eystra","2001-08",12
"16-19 ára","Norðurland eystra","2001-09",8
"16-19 ára","Norðurland eystra","2001-10",28
"16-19 ára","Norðurland eystra","2001-11",36
"16-19 ára","Norðurland eystra","2001-12",48
"16-19 ára","Norðurland eystra","2002-01",62
"16-19 ára","Norðurland eystra","2002-02",54
"16-19 ára","Norðurland eystra","2002-03",46
"16-19 ára","Norðurland eystra","2002-04",41
"16-19 ára","Norðurland eystra","2002-05",39
"16-19 ára","Norðurland eystra","2002-06",26
"16-19 ára","Norðurland eystra","2002-07",31
"16-19 ára","Norðurland eystra","2002-08",13
"16-19 ára","Norðurland eystra","2002-09",14
"16-19 ára","Norðurland eystra","2002-10",33
"16-19 ára","Norðurland eystra","2002-11",42
"16-19 ára","Norðurland eystra","2002-12",54
"16-19 ára","Norðurland eystra","2003-01",71
"16-19 ára","Norðurland eystra","2003-02",77
"16-19 ára","Norðurland eystra","2003-03",69
"16-19 ára","Norðurland eystra","2003-04",52
"16-19 ára","Norðurland eystra","2003-05",47
"16-19 ára","Norðurland eystra","2003-06",32
"16-19 ára","Norðurland eystra","2003-07",19
"16-19 ára","Norðurland eystra","2003-08",15
"16-19 ára","Norðurland eystra","2003-09",18
"16-19 ára","Norðurland eystra","2003-10",26
"16-19 ára","Norðurland eystra","2003-11",41
"16-19 ára","Norðurland eystra","2003-12",53
"16-19 ára","Norðurland eystra","2004-01",51
"16-19 ára","Norðurland eystra","2004-02",50
"16-19 ára","Norðurland eystra","2004-03",38
"16-19 ára","Norðurland eystra","2004-04",37
"16-19 ára","Norðurland eystra","2004-05",51
"16-19 ára","Norðurland eystra","2004-06",29
"16-19 ára","Norðurland eystra","2004-07",27
"16-19 ára","Norðurland eystra","2004-08",20
"16-19 ára","Norðurland eystra","2004-09",23
"16-19 ára","Norðurland eystra","2004-10",28
"16-19 ára","Norðurland eystra","2004-11",38
"16-19 ára","Norðurland eystra","2004-12",55
"16-19 ára","Norðurland eystra","2005-01",50
"16-19 ára","Norðurland eystra","2005-02",44
"16-19 ára","Norðurland eystra","2005-03",31
"16-19 ára","Norðurland eystra","2005-04",22
"16-19 ára","Norðurland eystra","2005-05",31
"16-19 ára","Norðurland eystra","2005-06",33
"16-19 ára","Norðurland eystra","2005-07",28
"16-19 ára","Norðurland eystra","2005-08",28
"16-19 ára","Norðurland eystra","2005-09",15
"16-19 ára","Norðurland eystra","2005-10",27
"16-19 ára","Norðurland eystra","2005-11",34
"16-19 ára","Norðurland eystra","2005-12",31
"16-19 ára","Norðurland eystra","2006-01",36
"16-19 ára","Norðurland eystra","2006-02",30
"16-19 ára","Norðurland eystra","2006-03",25
"16-19 ára","Norðurland eystra","2006-04",24
"16-19 ára","Norðurland eystra","2006-05",22
"16-19 ára","Norðurland eystra","2006-06",17
"16-19 ára","Norðurland eystra","2006-07",24
"16-19 ára","Norðurland eystra","2006-08",13
"16-19 ára","Norðurland eystra","2006-09",18
"16-19 ára","Norðurland eystra","2006-10",21
"16-19 ára","Norðurland eystra","2006-11",18
"16-19 ára","Norðurland eystra","2006-12",20
"16-19 ára","Norðurland eystra","2007-01",29
"16-19 ára","Norðurland eystra","2007-02",26
"16-19 ára","Norðurland eystra","2007-03",20
"16-19 ára","Norðurland eystra","2007-04",19
"16-19 ára","Norðurland eystra","2007-05",26
"16-19 ára","Norðurland eystra","2007-06",26
"16-19 ára","Norðurland eystra","2007-07",16
"16-19 ára","Norðurland eystra","2007-08",6
"16-19 ára","Norðurland eystra","2007-09",10
"16-19 ára","Norðurland eystra","2007-10",12
"16-19 ára","Norðurland eystra","2007-11",20
"16-19 ára","Norðurland eystra","2007-12",12
"16-19 ára","Norðurland eystra","2008-01",18
"16-19 ára","Norðurland eystra","2008-02",34
"16-19 ára","Norðurland eystra","2008-03",24
"16-19 ára","Norðurland eystra","2008-04",22
"16-19 ára","Norðurland eystra","2008-05",19
"16-19 ára","Norðurland eystra","2008-06",11
"16-19 ára","Norðurland eystra","2008-07",21
"16-19 ára","Norðurland eystra","2008-08",14
"16-19 ára","Norðurland eystra","2008-09",10
"16-19 ára","Norðurland eystra","2008-10",34
"16-19 ára","Norðurland eystra","2008-11",57
"16-19 ára","Norðurland eystra","2008-12",83
"16-19 ára","Norðurland eystra","2009-01",94
"16-19 ára","Norðurland eystra","2009-02",116
"16-19 ára","Norðurland eystra","2009-03",113
"16-19 ára","Norðurland eystra","2009-04",99
"16-19 ára","Norðurland eystra","2009-05",110
"16-19 ára","Norðurland eystra","2009-06",85
"16-19 ára","Norðurland eystra","2009-07",81
"16-19 ára","Norðurland eystra","2009-08",52
"16-19 ára","Norðurland eystra","2009-09",50
"16-19 ára","Norðurland eystra","2009-10",57
"16-19 ára","Norðurland eystra","2009-11",77
"16-19 ára","Norðurland eystra","2009-12",74
"16-19 ára","Norðurland eystra","2010-01",79
"16-19 ára","Norðurland eystra","2010-02",71
"16-19 ára","Norðurland eystra","2010-03",76
"16-19 ára","Norðurland eystra","2010-04",68
"16-19 ára","Norðurland eystra","2010-05",48
"16-19 ára","Norðurland eystra","2010-06",40
"16-19 ára","Norðurland eystra","2010-07",32
"16-19 ára","Norðurland eystra","2010-08",34
"16-19 ára","Norðurland eystra","2010-09",34
"16-19 ára","Norðurland eystra","2010-10",45
"16-19 ára","Norðurland eystra","2010-11",54
"16-19 ára","Norðurland eystra","2010-12",48
"16-19 ára","Norðurland eystra","2011-01",53
"16-19 ára","Norðurland eystra","2011-02",50
"16-19 ára","Norðurland eystra","2011-03",48
"16-19 ára","Norðurland eystra","2011-04",37
"16-19 ára","Norðurland eystra","2011-05",35
"16-19 ára","Norðurland eystra","2011-06",26
"16-19 ára","Norðurland eystra","2011-07",30
"16-19 ára","Norðurland eystra","2011-08",23
"16-19 ára","Norðurland eystra","2011-09",20
"16-19 ára","Norðurland eystra","2011-10",21
"16-19 ára","Norðurland eystra","2011-11",25
"16-19 ára","Norðurland eystra","2011-12",32
"16-19 ára","Norðurland eystra","2012-01",38
"16-19 ára","Norðurland eystra","2012-02",35
"16-19 ára","Norðurland eystra","2012-03",32
"16-19 ára","Norðurland eystra","2012-04",30
"16-19 ára","Norðurland eystra","2012-05",22
"16-19 ára","Norðurland eystra","2012-06",15
"16-19 ára","Norðurland eystra","2012-07",15
"20-24 ára","Norðurland eystra","2000-02",46
"20-24 ára","Norðurland eystra","2000-03",37
"20-24 ára","Norðurland eystra","2000-04",34
"20-24 ára","Norðurland eystra","2000-05",26
"20-24 ára","Norðurland eystra","2000-06",15
"20-24 ára","Norðurland eystra","2000-07",20
"20-24 ára","Norðurland eystra","2000-08",17
"20-24 ára","Norðurland eystra","2000-09",10
"20-24 ára","Norðurland eystra","2000-10",14
"20-24 ára","Norðurland eystra","2000-11",34
"20-24 ára","Norðurland eystra","2000-12",46
"20-24 ára","Norðurland eystra","2001-01",60
"20-24 ára","Norðurland eystra","2001-02",66
"20-24 ára","Norðurland eystra","2001-03",76
"20-24 ára","Norðurland eystra","2001-04",81
"20-24 ára","Norðurland eystra","2001-05",37
"20-24 ára","Norðurland eystra","2001-06",28
"20-24 ára","Norðurland eystra","2001-07",40
"20-24 ára","Norðurland eystra","2001-08",23
"20-24 ára","Norðurland eystra","2001-09",40
"20-24 ára","Norðurland eystra","2001-10",46
"20-24 ára","Norðurland eystra","2001-11",65
"20-24 ára","Norðurland eystra","2001-12",88
"20-24 ára","Norðurland eystra","2002-01",107
"20-24 ára","Norðurland eystra","2002-02",96
"20-24 ára","Norðurland eystra","2002-03",80
"20-24 ára","Norðurland eystra","2002-04",64
"20-24 ára","Norðurland eystra","2002-05",58
"20-24 ára","Norðurland eystra","2002-06",41
"20-24 ára","Norðurland eystra","2002-07",39
"20-24 ára","Norðurland eystra","2002-08",34
"20-24 ára","Norðurland eystra","2002-09",42
"20-24 ára","Norðurland eystra","2002-10",60
"20-24 ára","Norðurland eystra","2002-11",74
"20-24 ára","Norðurland eystra","2002-12",105
"20-24 ára","Norðurland eystra","2003-01",127
"20-24 ára","Norðurland eystra","2003-02",126
